kepid,koi_period,koi_disposition
9651668,2.684328541,"CONFIRMED"
12506770,2.806243488,"CONFIRMED"
11337372,6.53194024,"CONFIRMED"
11337833,51.3011844,"CONFIRMED"
11547505,0.938466959,"CONFIRMED"
11502867,3.217518511,"CONFIRMED"
9909735,4.66271902,"CONFIRMED"
9909735,11.8150174,"CONFIRMED"
11551692,7.834433676,"CONFIRMED"
11551692,3.005156911,"CONFIRMED"
12266636,33.3856176,"CONFIRMED"
7869917,7.71467686,"CONFIRMED"
9824805,4.4444826,"CONFIRMED"
7939330,29.5422566,"CONFIRMED"
7939330,144.551628,"CONFIRMED"
12602568,8.04727721,"CONFIRMED"
9941066,5.87063416,"CONFIRMED"
5972334,15.358767771,"CONFIRMED"
4650733,29.5390897,"CONFIRMED"
7831264,13.07141889,"CONFIRMED"
7691260,3.989544192,"CONFIRMED"
9821454,17.9776037,"CONFIRMED"
9821454,11.8693144,"CONFIRMED"
11954842,12.98494603,"CONFIRMED"
5470739,19.17893976,"CONFIRMED"
10022908,6.99130452,"CONFIRMED"
5617854,3.517494725,"CONFIRMED"
4932442,6.93365167,"CONFIRMED"
5183357,61.0373591,"CONFIRMED"
5269467,33.8677783,"CONFIRMED"
11764462,5.69919592,"CONFIRMED"
11656246,18.11473813,"CONFIRMED"
7808587,6.24145791,"CONFIRMED"
4741126,20.4222447,"CONFIRMED"
5301750,8.72585478,"CONFIRMED"
5301750,12.88291395,"CONFIRMED"
5301750,27.4345973,"CONFIRMED"
5301750,4.22453631,"CONFIRMED"
5301750,44.5520266,"CONFIRMED"
5526717,52.069002,"CONFIRMED"
5972334,2.418406841,"CONFIRMED"
6034945,9.11500269,"CONFIRMED"
8692861,13.7223682,"CONFIRMED"
9480310,15.43400996,"CONFIRMED"
4741126,7.63846084,"CONFIRMED"
11669125,70.6981724,"CONFIRMED"
12159249,3.74443645,"CONFIRMED"
5542466,2.35574505,"CONFIRMED"
10028140,19.65639342,"CONFIRMED"
6049190,70.468171,"CONFIRMED"
6198999,3.93246069,"CONFIRMED"
6310636,0.921030497,"CONFIRMED"
6616218,5.960400011,"CONFIRMED"
7761545,85.3514875,"CONFIRMED"
12365184,69.72646639,"CONFIRMED"
4770365,1.609321941,"CONFIRMED"
4770365,9.51220046,"CONFIRMED"
4770365,4.72941177,"CONFIRMED"
10748390,4.887803076,"CONFIRMED"
11804465,4.437962934,"CONFIRMED"
9663113,20.74028645,"CONFIRMED"
5289854,9.69501146,"CONFIRMED"
5289854,15.3825394,"CONFIRMED"
10006581,40.1097817,"CONFIRMED"
6616218,2.46106962,"CONFIRMED"
7220429,8.03753796,"CONFIRMED"
12406749,56.3587987,"CONFIRMED"
8692861,242.467406,"CONFIRMED"
12403119,76.13622222,"CONFIRMED"
10027323,5.92365747,"CONFIRMED"
10027323,105.3582299,"CONFIRMED"
12019440,3.24325988,"CONFIRMED"
10004738,56.4758069,"CONFIRMED"
10004738,92.8747294,"CONFIRMED"
7304449,1.538180949,"CONFIRMED"
7386827,10.4188915,"CONFIRMED"
7522911,20.4998763,"CONFIRMED"
7626370,1.921437488,"CONFIRMED"
7703955,96.109323,"CONFIRMED"
7512982,20.38174802,"CONFIRMED"
9597806,5.101375725,"CONFIRMED"
9663113,572.376632,"CONFIRMED"
10004738,13.93068791,"CONFIRMED"
5474613,20.4074846,"CONFIRMED"
5438757,10.35078415,"CONFIRMED"
5438757,62.9224936,"CONFIRMED"
5972334,38.6520796,"CONFIRMED"
7815744,14.20442616,"CONFIRMED"
7955580,55.673582,"CONFIRMED"
8230616,6.82778157,"CONFIRMED"
7898352,127.2824442,"CONFIRMED"
11402995,10.06083238,"CONFIRMED"
7898352,30.1837021,"CONFIRMED"
7951018,52.75878505,"CONFIRMED"
7747425,42.4729078,"CONFIRMED"
9892816,15.17026921,"CONFIRMED"
9892816,39.4576228,"CONFIRMED"
9836149,17.8159689,"CONFIRMED"
4813563,36.5157639,"CONFIRMED"
2985767,14.07969236,"CONFIRMED"
2304320,16.54081386,"CONFIRMED"
3657758,3.609313059,"CONFIRMED"
9790806,1.93155546,"CONFIRMED"
6382217,8.41100305,"CONFIRMED"
5375194,13.52252364,"CONFIRMED"
6468138,134.2520474,"CONFIRMED"
10019708,3.268695042,"CONFIRMED"
11875734,99.7468804,"CONFIRMED"
7046804,11.720123999,"CONFIRMED"
7449136,4.33643506,"CONFIRMED"
8680979,15.95541913,"CONFIRMED"
8680979,8.25980352,"CONFIRMED"
9030537,62.5613879,"CONFIRMED"
6949061,8.96847034,"CONFIRMED"
7269493,1.907810683,"CONFIRMED"
11657891,2.514628496,"CONFIRMED"
6305192,8.025118521,"CONFIRMED"
6382217,5.79529495,"CONFIRMED"
9634821,73.7578875,"CONFIRMED"
8950568,8.30537702,"CONFIRMED"
3326377,13.22714056,"CONFIRMED"
11601584,51.8098276,"CONFIRMED"
11601584,4.38536428,"CONFIRMED"
11601584,34.205785079,"CONFIRMED"
11601584,13.97945055,"CONFIRMED"
8689793,3.554856338,"CONFIRMED"
11673802,5.28790754,"CONFIRMED"
4263293,8.45746636,"CONFIRMED"
4263293,17.28116957,"CONFIRMED"
4263293,32.1340014,"CONFIRMED"
5695524,59.7711433,"CONFIRMED"
6205897,4.417692516,"CONFIRMED"
7948784,10.08744556,"CONFIRMED"
9244756,16.34355902,"CONFIRMED"
9650808,21.96401646,"CONFIRMED"
9650808,125.602323,"CONFIRMED"
8950568,12.51353325,"CONFIRMED"
8950568,17.9134215,"CONFIRMED"
8950568,25.2149143,"CONFIRMED"
8804845,5.42586901,"CONFIRMED"
10480915,19.58561177,"CONFIRMED"
11709244,4.544436472,"CONFIRMED"
11709244,12.76220558,"CONFIRMED"
11709244,38.7149617,"CONFIRMED"
11853878,3.69298623,"CONFIRMED"
5728139,5.334082429,"CONFIRMED"
7668663,6.4980147,"CONFIRMED"
7047922,19.76169247,"CONFIRMED"
9353314,5.18498961,"CONFIRMED"
3629967,85.6542476,"CONFIRMED"
9347009,19.32945602,"CONFIRMED"
4917596,3.290114076,"CONFIRMED"
11046458,3.311864148,"CONFIRMED"
7132798,2.422084188,"CONFIRMED"
3448130,78.5461106,"CONFIRMED"
9656252,16.92342126,"CONFIRMED"
6026438,5.47665801,"CONFIRMED"
9471268,4.580346161,"CONFIRMED"
9471268,2.248288213,"CONFIRMED"
9471268,6.76690759,"CONFIRMED"
10657406,34.1732156,"CONFIRMED"
5526527,16.7364755,"CONFIRMED"
8766650,12.43929428,"CONFIRMED"
10328393,7.62635494,"CONFIRMED"
7094486,11.35010642,"CONFIRMED"
7289577,109.4450597,"CONFIRMED"
8543100,7.56052209,"CONFIRMED"
2693736,12.12401737,"CONFIRMED"
9412760,9.38740646,"CONFIRMED"
9412760,7.41556471,"CONFIRMED"
6026438,24.2101973,"CONFIRMED"
10663396,23.8990075,"CONFIRMED"
11457726,6.22161107,"CONFIRMED"
8956206,6.17998508,"CONFIRMED"
9649706,1.569066598,"CONFIRMED"
5856571,9.59068586,"CONFIRMED"
7765528,7.03932913,"CONFIRMED"
11760231,49.6075771,"CONFIRMED"
7779077,16.84183355,"CONFIRMED"
6046540,7.340714946,"CONFIRMED"
5706966,12.55111099,"CONFIRMED"
3762468,3.003879547,"CONFIRMED"
5706966,24.0884178,"CONFIRMED"
10130039,12.75800092,"CONFIRMED"
10130039,5.47033376,"CONFIRMED"
9518318,6.51112385,"CONFIRMED"
9518318,23.85163321,"CONFIRMED"
7273277,2.714078374,"CONFIRMED"
11769890,122.8799543,"CONFIRMED"
6862721,4.88753111,"CONFIRMED"
12301181,6.14728341,"CONFIRMED"
9279354,2.800111267,"CONFIRMED"
6774880,34.3511339,"CONFIRMED"
3937519,3.413036353,"CONFIRMED"
7449541,3.00725068,"CONFIRMED"
5080636,4.194496867,"CONFIRMED"
3338885,1.970340203,"CONFIRMED"
3338885,5.05821338,"CONFIRMED"
6776401,26.85323647,"CONFIRMED"
10130039,25.0985083,"CONFIRMED"
8226050,34.2685741,"CONFIRMED"
9965957,5.75321539,"CONFIRMED"
9704384,5.50860699,"CONFIRMED"
8426567,18.93055119,"CONFIRMED"
10094670,22.06402,"CONFIRMED"
8142942,5.756245244,"CONFIRMED"
8257205,148.4601819,"CONFIRMED"
9044228,0.934885365,"CONFIRMED"
7265298,25.7626846,"CONFIRMED"
7265298,11.0317836,"CONFIRMED"
7132798,4.12511935,"CONFIRMED"
2307415,13.12162167,"CONFIRMED"
7430034,49.6220669,"CONFIRMED"
9735426,8.08801663,"CONFIRMED"
8826168,11.55103848,"CONFIRMED"
10464050,4.469754641,"CONFIRMED"
9763348,15.77382794,"CONFIRMED"
9101496,6.56226483,"CONFIRMED"
6037581,20.67876365,"CONFIRMED"
10723750,50.79034648,"CONFIRMED"
6037581,9.59993246,"CONFIRMED"
6037581,2.0248205,"CONFIRMED"
10779233,201.118319,"CONFIRMED"
11614617,24.7577652,"CONFIRMED"
11450414,12.7983174,"CONFIRMED"
4736569,10.13200555,"CONFIRMED"
10384798,38.505224,"CONFIRMED"
2307415,4.6126736,"CONFIRMED"
3128552,8.67890312,"CONFIRMED"
10134152,39.3135699,"CONFIRMED"
9573685,5.94565516,"CONFIRMED"
10329835,1.52373073,"CONFIRMED"
6849046,4.225384543,"CONFIRMED"
8804397,60.0853848,"CONFIRMED"
9662811,43.0343364,"CONFIRMED"
11297236,88.6440015,"CONFIRMED"
10074466,35.01190875,"CONFIRMED"
8218379,16.57099265,"CONFIRMED"
7755636,16.00496657,"CONFIRMED"
9411166,1.954525966,"CONFIRMED"
4989057,7.23400381,"CONFIRMED"
9834040,6.77408984,"CONFIRMED"
6152974,20.172024672,"CONFIRMED"
8802693,26.41044199,"CONFIRMED"
6061773,8.27745764,"CONFIRMED"
10024701,14.37504582,"CONFIRMED"
3239671,147.97391,"CONFIRMED"
9304101,13.24503482,"CONFIRMED"
11360571,77.2550726,"CONFIRMED"
6035124,3.85690686,"CONFIRMED"
8160953,116.3311739,"CONFIRMED"
4157325,6.31943553,"CONFIRMED"
4157325,12.20951755,"CONFIRMED"
4157325,3.07644709,"CONFIRMED"
9955598,68.958447,"CONFIRMED"
10723750,18.79591276,"CONFIRMED"
5770074,63.0380366,"CONFIRMED"
10136549,9.69315023,"CONFIRMED"
12154526,56.1886436,"CONFIRMED"
6665512,6.92101452,"CONFIRMED"
10525027,3.27344784,"CONFIRMED"
11069176,15.3789014,"CONFIRMED"
10005758,134.4785189,"CONFIRMED"
5864975,98.7179332,"CONFIRMED"
2975770,71.52543938,"CONFIRMED"
7877496,1.72086129,"CONFIRMED"
7286173,56.4349933,"CONFIRMED"
11126381,33.7888028,"CONFIRMED"
4149450,3.215109385,"CONFIRMED"
10136549,3.29276797,"CONFIRMED"
5511081,13.72710334,"CONFIRMED"
5511081,24.3110031,"CONFIRMED"
5511081,44.4304059,"CONFIRMED"
5511081,9.34145925,"CONFIRMED"
10978763,4.97760447,"CONFIRMED"
11069176,21.1285655,"CONFIRMED"
6152974,7.51854537,"CONFIRMED"
5631630,25.96190067,"CONFIRMED"
6504954,130.3543929,"CONFIRMED"
9410930,1.855557556,"CONFIRMED"
10676014,16.78175788,"CONFIRMED"
9520838,105.3035093,"CONFIRMED"
8167996,2.549562652,"CONFIRMED"
8167996,13.96950181,"CONFIRMED"
8167996,5.21230171,"CONFIRMED"
6773862,17.76076524,"CONFIRMED"
10978763,10.55840479,"CONFIRMED"
10978763,6.98800953,"CONFIRMED"
5202905,22.8245144,"CONFIRMED"
9072190,49.1011093,"CONFIRMED"
5384079,7.05675145,"CONFIRMED"
9839821,34.8536903,"CONFIRMED"
4056616,2.41434868,"CONFIRMED"
8492026,4.30656389,"CONFIRMED"
11017901,7.794302043,"CONFIRMED"
5088591,14.5324483,"CONFIRMED"
11298298,5.248667607,"CONFIRMED"
10187159,7.96431492,"CONFIRMED"
9758089,92.7297248,"CONFIRMED"
10619192,1.485710994,"CONFIRMED"
4939346,71.3116598,"CONFIRMED"
10190777,1.411230023,"CONFIRMED"
9651234,96.9151707,"CONFIRMED"
7045496,13.47472742,"CONFIRMED"
8750043,2.29503515,"CONFIRMED"
9973109,27.495634,"CONFIRMED"
6226290,14.08826442,"CONFIRMED"
9595827,3.905081685,"CONFIRMED"
9349482,110.9643706,"CONFIRMED"
4644952,6.94135824,"CONFIRMED"
2987027,17.276296682,"CONFIRMED"
4644952,31.7821117,"CONFIRMED"
4644952,4.36273233,"CONFIRMED"
8978528,18.6848377,"CONFIRMED"
8978528,7.41634701,"CONFIRMED"
9967771,9.91724268,"CONFIRMED"
11622600,82.5341188,"CONFIRMED"
10454632,20.16037858,"CONFIRMED"
10005788,10.99470891,"CONFIRMED"
2832589,10.84969477,"CONFIRMED"
2438513,12.18420006,"CONFIRMED"
6356207,3.76417012,"CONFIRMED"
8564674,5.92972237,"CONFIRMED"
8564674,12.2476121,"CONFIRMED"
8578780,13.59051547,"CONFIRMED"
4544907,46.8776724,"CONFIRMED"
7761918,89.1935737,"CONFIRMED"
8240797,13.09390911,"CONFIRMED"
8240797,4.915385452,"CONFIRMED"
9455325,9.76785911,"CONFIRMED"
3098810,40.80957343,"CONFIRMED"
8367644,22.08551599,"CONFIRMED"
10332883,1.151166776,"CONFIRMED"
9305831,3.246732048,"CONFIRMED"
11656918,62.1385979,"CONFIRMED"
4636578,17.84850835,"CONFIRMED"
4636578,26.1363443,"CONFIRMED"
4636578,11.1895709,"CONFIRMED"
11923284,2.757977384,"CONFIRMED"
5621125,14.80075082,"CONFIRMED"
9872283,3.126861192,"CONFIRMED"
7870032,16.87725775,"CONFIRMED"
9597058,12.05705659,"CONFIRMED"
4035640,28.26727385,"CONFIRMED"
6205228,3.770590654,"CONFIRMED"
11758544,2.7073064,"CONFIRMED"
3118797,66.4159789,"CONFIRMED"
7747425,8.0103929,"CONFIRMED"
7747425,27.6666375,"CONFIRMED"
7747425,5.19559398,"CONFIRMED"
7102316,57.2488518,"CONFIRMED"
7102316,37.0551726,"CONFIRMED"
9489524,16.33269981,"CONFIRMED"
9489524,10.05550267,"CONFIRMED"
5940165,9.30413878,"CONFIRMED"
8277797,4.33722007,"CONFIRMED"
8277797,1.653889476,"CONFIRMED"
5124667,150.8783198,"CONFIRMED"
2989404,3.553831111,"CONFIRMED"
2989404,1.6783263,"CONFIRMED"
11413812,5.65378163,"CONFIRMED"
9549648,5.99185827,"CONFIRMED"
10063802,120.0183551,"CONFIRMED"
11074178,14.30517579,"CONFIRMED"
11074178,9.18189122,"CONFIRMED"
5942808,2.935362067,"CONFIRMED"
6206214,13.53953595,"CONFIRMED"
8959839,22.7082375,"CONFIRMED"
7672097,7.97033985,"CONFIRMED"
5599774,8.49640437,"CONFIRMED"
8099138,66.1843646,"CONFIRMED"
7033233,2.032318856,"CONFIRMED"
6383785,3.62275506,"CONFIRMED"
9411412,2.892216772,"CONFIRMED"
7008211,187.746606,"CONFIRMED"
7620413,2.543063763,"CONFIRMED"
4545187,3.177414601,"CONFIRMED"
10854546,2.168451063,"CONFIRMED"
11774991,37.8154157,"CONFIRMED"
11774991,53.5783052,"CONFIRMED"
8261920,33.1362861,"CONFIRMED"
8261920,7.72513619,"CONFIRMED"
9112931,10.71253475,"CONFIRMED"
9071593,32.5635249,"CONFIRMED"
8126558,12.19140405,"CONFIRMED"
11811193,6.11784972,"CONFIRMED"
3734418,3.97599629,"CONFIRMED"
8681734,7.68478504,"CONFIRMED"
10212441,15.0447098,"CONFIRMED"
8247771,1.118547814,"CONFIRMED"
8165946,6.42199919,"CONFIRMED"
12017109,9.75374033,"CONFIRMED"
9225395,81.3153052,"CONFIRMED"
10709622,51.3283527,"CONFIRMED"
11499228,19.7919389,"CONFIRMED"
9022166,26.8475962,"CONFIRMED"
10965588,62.8917493,"CONFIRMED"
10670119,14.87149773,"CONFIRMED"
10670119,2.732767897,"CONFIRMED"
8491277,9.61375316,"CONFIRMED"
8613535,29.9685917,"CONFIRMED"
12256520,33.2407985,"CONFIRMED"
5629538,15.18727049,"CONFIRMED"
8561231,28.6853212,"CONFIRMED"
8235924,0.588001053,"CONFIRMED"
6941084,85.7357202,"CONFIRMED"
6200235,1.078389713,"CONFIRMED"
11460462,5.03728033,"CONFIRMED"
8612275,3.289726319,"CONFIRMED"
8612275,7.18644594,"CONFIRMED"
7207061,15.94248453,"CONFIRMED"
4545187,41.0081117,"CONFIRMED"
7286911,11.55562042,"CONFIRMED"
8591173,12.2885046,"CONFIRMED"
6962109,17.13263125,"CONFIRMED"
5706595,19.0231361,"CONFIRMED"
5706595,4.57948235,"CONFIRMED"
10489345,1.003931703,"CONFIRMED"
10329469,55.8224775,"CONFIRMED"
9717943,6.11010439,"CONFIRMED"
8026752,4.286866229,"CONFIRMED"
1872821,10.27380957,"CONFIRMED"
8013439,13.39155154,"CONFIRMED"
8013439,5.62904396,"CONFIRMED"
8013439,8.2562857,"CONFIRMED"
7207061,12.33087921,"CONFIRMED"
6921944,4.421566535,"CONFIRMED"
9532052,15.72585941,"CONFIRMED"
8164012,1.252753881,"CONFIRMED"
4140813,13.36019864,"CONFIRMED"
8611781,76.957056,"CONFIRMED"
5601258,8.84784273,"CONFIRMED"
7960980,9.98970266,"CONFIRMED"
8107225,5.63252508,"CONFIRMED"
3458028,1.442592305,"CONFIRMED"
3342794,14.17222858,"CONFIRMED"
3342794,4.92031063,"CONFIRMED"
5716932,56.4931698,"CONFIRMED"
11288051,13.82142084,"CONFIRMED"
11566256,5.78387049,"CONFIRMED"
8495415,11.08507658,"CONFIRMED"
4055304,0.571038347,"CONFIRMED"
4857213,8.77425786,"CONFIRMED"
9415108,4.51005082,"CONFIRMED"
4262581,37.6468519,"CONFIRMED"
8591693,29.4557841,"CONFIRMED"
4833421,12.466004437,"CONFIRMED"
8282651,2.361724472,"CONFIRMED"
3548044,34.7630543,"CONFIRMED"
11401767,20.0545282,"CONFIRMED"
10909127,3.17059731,"CONFIRMED"
3661886,27.0142622,"CONFIRMED"
3661886,12.50945798,"CONFIRMED"
2439243,26.0203329,"CONFIRMED"
9221517,0.769854899,"CONFIRMED"
6751874,6.89226333,"CONFIRMED"
10863608,8.07127043,"CONFIRMED"
5602588,11.01819178,"CONFIRMED"
11288051,30.9505927,"CONFIRMED"
9405595,23.3593589,"CONFIRMED"
3546060,9.69310837,"CONFIRMED"
4144576,0.813166357,"CONFIRMED"
8494542,10.86062378,"CONFIRMED"
9992325,24.08632177,"CONFIRMED"
9945370,37.9456138,"CONFIRMED"
8973129,24.1738244,"CONFIRMED"
12505654,5.186737262,"CONFIRMED"
11670125,1.217000383,"CONFIRMED"
11461844,13.6823798,"CONFIRMED"
9351920,8.79618433,"CONFIRMED"
2161536,16.85592593,"CONFIRMED"
10549023,14.36270451,"CONFIRMED"
9661979,69.8956789,"CONFIRMED"
8219268,6.24667547,"CONFIRMED"
10531955,2.344512589,"CONFIRMED"
4833421,5.766165573,"CONFIRMED"
8168187,18.3027235,"CONFIRMED"
4142847,2.888904439,"CONFIRMED"
10203349,17.14648756,"CONFIRMED"
9718066,16.09227518,"CONFIRMED"
3867615,62.7843981,"CONFIRMED"
12121570,91.500873,"CONFIRMED"
8410415,44.2993483,"CONFIRMED"
7987866,3.13877646,"CONFIRMED"
11560897,35.9682692,"CONFIRMED"
11342416,25.3690868,"CONFIRMED"
9086251,6.89213244,"CONFIRMED"
4254466,42.3006282,"CONFIRMED"
9904006,55.1866213,"CONFIRMED"
9364609,14.97436238,"CONFIRMED"
7457296,3.97076603,"CONFIRMED"
10328458,2.352273912,"CONFIRMED"
4248120,23.34036251,"CONFIRMED"
8321314,15.03366411,"CONFIRMED"
11498128,106.247882,"CONFIRMED"
8041216,8.508333104,"CONFIRMED"
11824786,12.94123564,"CONFIRMED"
12254909,5.349791,"CONFIRMED"
9364290,5.26211833,"CONFIRMED"
9364290,12.1628195,"CONFIRMED"
5022828,23.5541012,"CONFIRMED"
8233702,41.6977582,"CONFIRMED"
11403339,4.79029482,"CONFIRMED"
8260902,38.6715843,"CONFIRMED"
8381204,8.32651854,"CONFIRMED"
12058204,5.53533152,"CONFIRMED"
12058204,16.7261969,"CONFIRMED"
4833421,21.58752788,"CONFIRMED"
5357545,3.757294695,"CONFIRMED"
6871071,3.2828024,"CONFIRMED"
5342473,4.64495172,"CONFIRMED"
9963265,16.48686712,"CONFIRMED"
10583761,2.685054445,"CONFIRMED"
7542813,16.8600805,"CONFIRMED"
12058147,1.54320541,"CONFIRMED"
8164257,49.5004725,"CONFIRMED"
8164257,6.47539108,"CONFIRMED"
8164257,16.85825609,"CONFIRMED"
6774537,2.949029106,"CONFIRMED"
10404582,37.8658964,"CONFIRMED"
5959753,8.30865307,"CONFIRMED"
6021193,11.93205399,"CONFIRMED"
6021193,7.54235832,"CONFIRMED"
6871071,5.02818253,"CONFIRMED"
6871071,1.897828815,"CONFIRMED"
6287313,10.62788695,"CONFIRMED"
9278725,1.104462494,"CONFIRMED"
4458082,4.89336495,"CONFIRMED"
8042453,11.17392077,"CONFIRMED"
10874215,31.0325991,"CONFIRMED"
3937519,5.89661966,"CONFIRMED"
8866137,33.4178173,"CONFIRMED"
10857519,2.053341891,"CONFIRMED"
9517393,56.7769831,"CONFIRMED"
9351316,18.78429232,"CONFIRMED"
6021193,3.61460279,"CONFIRMED"
10617017,13.15140223,"CONFIRMED"
3229150,18.5084526,"CONFIRMED"
9641481,42.1918331,"CONFIRMED"
8892157,3.73090026,"CONFIRMED"
11569782,2.787874175,"CONFIRMED"
4833421,37.9962369,"CONFIRMED"
7219825,17.23232894,"CONFIRMED"
3749978,28.5057217,"CONFIRMED"
10010440,53.5991459,"CONFIRMED"
11718144,16.4581861,"CONFIRMED"
9473078,0.693842661,"CONFIRMED"
10864531,83.4887405,"CONFIRMED"
10864531,34.0607677,"CONFIRMED"
9472000,31.5888979,"CONFIRMED"
10253547,59.9809868,"CONFIRMED"
10253547,25.7457957,"CONFIRMED"
12505076,11.92979348,"CONFIRMED"
12116380,4.3394569,"CONFIRMED"
2556650,2.852348262,"CONFIRMED"
10600955,65.6480892,"CONFIRMED"
4473226,14.83340944,"CONFIRMED"
2854181,101.1323475,"CONFIRMED"
10132832,16.07673148,"CONFIRMED"
3219995,18.87058705,"CONFIRMED"
6062929,22.1334224,"CONFIRMED"
7504778,17.1369408,"CONFIRMED"
7219825,26.6951944,"CONFIRMED"
7097965,7.72085047,"CONFIRMED"
4249725,6.312508525,"CONFIRMED"
3967326,4.19577385,"CONFIRMED"
6768394,7.1329472,"CONFIRMED"
6768394,8.91901228,"CONFIRMED"
5211199,4.5620407,"CONFIRMED"
5546761,17.6700291,"CONFIRMED"
9205938,108.593113,"CONFIRMED"
10723367,19.9865916,"CONFIRMED"
10723367,12.12580644,"CONFIRMED"
5005121,76.421501,"CONFIRMED"
4833421,56.2590881,"CONFIRMED"
8229458,1.646801683,"CONFIRMED"
10684670,3.78861833,"CONFIRMED"
11495458,10.45839865,"CONFIRMED"
9003401,21.1033014,"CONFIRMED"
5978559,95.6114617,"CONFIRMED"
6768394,11.8984948,"CONFIRMED"
6922710,23.1274171,"CONFIRMED"
11348997,5.132486123,"CONFIRMED"
5705819,8.77997349,"CONFIRMED"
6696580,57.6896212,"CONFIRMED"
11358389,10.66489514,"CONFIRMED"
7204981,5.1233204,"CONFIRMED"
3847907,3.573202801,"CONFIRMED"
4370527,61.6174528,"CONFIRMED"
6041734,24.3398202,"CONFIRMED"
5125347,7.16520428,"CONFIRMED"
9336200,1.755843555,"CONFIRMED"
4770617,5.18560081,"CONFIRMED"
4454934,33.4698571,"CONFIRMED"
9458343,11.89520436,"CONFIRMED"
7120108,1.025857984,"CONFIRMED"
10730703,5.60013327,"CONFIRMED"
8007644,25.2034128,"CONFIRMED"
11192235,1.615357809,"CONFIRMED"
6383785,5.640676975,"CONFIRMED"
6696580,25.5638626,"CONFIRMED"
4249725,12.7945474,"CONFIRMED"
8505920,42.4269647,"CONFIRMED"
7918992,1.434745129,"CONFIRMED"
11308499,3.28192056,"CONFIRMED"
11308499,12.51610549,"CONFIRMED"
9006186,5.45298742,"CONFIRMED"
9006186,3.26662733,"CONFIRMED"
7802719,4.45743267,"CONFIRMED"
11030475,2.81814715,"CONFIRMED"
12401863,2.832647249,"CONFIRMED"
5534941,3.70063251,"CONFIRMED"
11121752,3.93083997,"CONFIRMED"
11121752,7.63008196,"CONFIRMED"
2990873,16.22378479,"CONFIRMED"
9307509,9.76293284,"CONFIRMED"
10158729,58.601926,"CONFIRMED"
6105462,25.0823402,"CONFIRMED"
3120355,78.0998908,"CONFIRMED"
6047072,4.27103727,"CONFIRMED"
9006186,4.27226421,"CONFIRMED"
11410904,3.53232429,"CONFIRMED"
4173026,10.44087398,"CONFIRMED"
5350244,12.5722897,"CONFIRMED"
5374403,40.8366307,"CONFIRMED"
11752906,20.6180348,"CONFIRMED"
1995519,19.9401211,"CONFIRMED"
4914566,22.2420032,"CONFIRMED"
6198182,3.88148385,"CONFIRMED"
10024051,0.577369336,"CONFIRMED"
4349452,12.720370263,"CONFIRMED"
8073806,11.96407399,"CONFIRMED"
3234598,12.90467523,"CONFIRMED"
10453588,68.8861017,"CONFIRMED"
11125613,9.99115241,"CONFIRMED"
7212184,36.292017,"CONFIRMED"
9757613,17.25121397,"CONFIRMED"
6605493,9.30991834,"CONFIRMED"
7259298,3.23941775,"CONFIRMED"
6211812,2.524017517,"CONFIRMED"
3234598,31.2012202,"CONFIRMED"
8611832,22.5968256,"CONFIRMED"
8611832,45.3486381,"CONFIRMED"
5621586,5.25419589,"CONFIRMED"
9210387,5.90608902,"CONFIRMED"
11852982,13.81504449,"CONFIRMED"
8559152,12.4128518,"CONFIRMED"
2718778,3.92453009,"CONFIRMED"
3122913,11.60653061,"CONFIRMED"
9229657,2.66831274,"CONFIRMED"
5175024,23.4772553,"CONFIRMED"
9026749,66.5576728,"CONFIRMED"
5794240,2.455240626,"CONFIRMED"
6933567,9.08233411,"CONFIRMED"
9654468,47.7052566,"CONFIRMED"
4349452,6.238535444,"CONFIRMED"
10027247,86.829519,"CONFIRMED"
6343170,9.95667035,"CONFIRMED"
7107802,10.41728722,"CONFIRMED"
11752632,0.984941669,"CONFIRMED"
10028535,0.663085361,"CONFIRMED"
7047207,19.1187425,"CONFIRMED"
9757613,3.543919702,"CONFIRMED"
11962284,8.83929462,"CONFIRMED"
6842682,7.56126152,"CONFIRMED"
8890150,34.9897847,"CONFIRMED"
8890150,7.05429483,"CONFIRMED"
11360805,26.7838935,"CONFIRMED"
9845898,45.126216,"CONFIRMED"
12453581,11.94019101,"CONFIRMED"
11179076,48.4313003,"CONFIRMED"
5364071,7.203855862,"CONFIRMED"
5959719,6.73808701,"CONFIRMED"
7021681,27.52194772,"CONFIRMED"
4346178,16.1289679,"CONFIRMED"
9664142,13.5631157,"CONFIRMED"
10018233,16.2959916,"CONFIRMED"
8081899,4.16056658,"CONFIRMED"
8478994,39.79220077,"CONFIRMED"
8631504,14.8200596,"CONFIRMED"
8110767,20.49041,"CONFIRMED"
6767840,8.679037,"CONFIRMED"
8379705,11.1296971,"CONFIRMED"
9896018,2.7296036,"CONFIRMED"
11037511,3.11604194,"CONFIRMED"
9757613,46.82767725,"CONFIRMED"
11818872,12.7372371,"CONFIRMED"
11771430,40.0306267,"CONFIRMED"
5513012,0.679336747,"CONFIRMED"
11253827,88.5122014,"CONFIRMED"
7047363,31.0572947,"CONFIRMED"
11968463,15.1622287,"CONFIRMED"
11968463,10.04378351,"CONFIRMED"
9880190,4.5513988,"CONFIRMED"
5364071,10.91274065,"CONFIRMED"
10387742,3.03267135,"CONFIRMED"
7673841,5.34182466,"CONFIRMED"
9827149,2.131945045,"CONFIRMED"
5546691,12.9462567,"CONFIRMED"
12156347,5.77957133,"CONFIRMED"
